id,created_at,text
519452312511971300,Tue Oct 07 11:40:56 +0000 2014,RT @PRagents: Good luck #sheffield forgemasters @TMAwardsUK jugding panel this pm Do #sheffield and #syb proud #sheffieldissuper #southyork…
519451817789640700,Tue Oct 07 11:38:58 +0000 2014,Presentations in full swing @TMAwardsUK judging day. Good luck to all! #TMAwards2014 #ukmfg http://t.co/rZVil2Lkh1
519430231594397700,Tue Oct 07 10:13:12 +0000 2014,RT @Encirc: #tmawards2014 @TheManufacturer - Young manufacturer presentation completed. Well done Barry. 2 presentations left
519404233846964200,Tue Oct 07 08:29:54 +0000 2014,The Royal Mint is shortlisted for Finance for the Future Award http://t.co/GMTpTLbRBv #TMAwards2014
519147241391812600,Mon Oct 06 15:28:42 +0000 2014,RT @TheManufacturer: #TMDC2014  Speaker: Dr Hamid Mugal Director of Manufacturing @rollsroyce Plenary keynote - meeting the #mfg challenge …
519104034553479200,Mon Oct 06 12:37:00 +0000 2014,RT @gappersonnel: Congratulations to @dowcorning of Barry on making @insiderwales Top 100 manufacturers in Wales #TMTop100
519065558499995650,Mon Oct 06 10:04:07 +0000 2014,RT @d3lb0y2004: @TheManufacturer @d3lb0y2004: Off to Birmingham to be a Judge in the Manufacturer of the Year Awards, tomorrow. Some great …
519064615255543800,Mon Oct 06 10:00:22 +0000 2014,We are pleased to announce that EnerG .@energgroup is a proud sponsor of the Manufacturer's Sustainability Award. #TMAwards2014 #ukmfg
519064402197479400,Mon Oct 06 09:59:31 +0000 2014,RT @d3lb0y2004: @TheManufacturer Can't wait , really looking forward to seeing all the entrants and winners
519052529020461060,Mon Oct 06 09:12:21 +0000 2014,We are pleased to announce @gappersonnel Personnel are now sponsoring 2 categories : #SME Manufacturer of The Year Award 2014 #TMAwards2014
518118008070615040,Fri Oct 03 19:18:53 +0000 2014,Whether you are looking to congratulate your colleagues on being shortlisted or entertaining clients, secure your table at  #TMAwards2014
518115308251664400,Fri Oct 03 19:08:10 +0000 2014,RT @TheManufacturer: The Manufacturer's Week of Excellence, includes our flagship events; #TMDC2014, #TMAwards2014, #ERPConnect and the #TM…
518115055255437300,Fri Oct 03 19:07:09 +0000 2014,RT @nickhusseymfg: Join us for our black-tie gala where winners of #TMAwards2014 will be revealed. http://t.co/jSBAjqQKW3 #ukmfg
517965979306168300,Fri Oct 03 09:14:47 +0000 2014,Best Factory Award winners revealed! http://t.co/qKz8zsEv3E … @BestFactory2014  #UKmfg @cranfieldmngmt Up Next #TMAwards2014
517951937258729500,Fri Oct 03 08:18:59 +0000 2014,RT @Dr_JAH: Our @TMAwardsUK WCM finalists: Cummins, Phillips AVENT, Siemens Healthcare, Coty Mfg., Optos &amp; Spirit Aerosystems. All dedicate…
517951564741615600,Fri Oct 03 08:17:30 +0000 2014,RT @ciltuk: Winner of the Warehouse Ops Award goes to @johnlewisretail congrats John Lewis and thanks to  @ToyotaMH_UK Up Next #TMAwards2014
517950839760367600,Fri Oct 03 08:14:37 +0000 2014,RT @cbiouk: Our MD Ben, looking happy at winning The Green Manufacturing Award at #MadeinNE http://t.co/QUoGpDZVVt  #ukmfg #TMAwards2014
517641175877316600,Thu Oct 02 11:44:08 +0000 2014,Glasgow bound for the final WCM judging visit - fantastic finalists seen so far! #TMAwards2014 #ukmfg http://t.co/UBWueYmMG3
517639257541074940,Thu Oct 02 11:36:30 +0000 2014,RT @Vicfitz: Judging day 3: another company on an inspiring #lean journey #TMAwards2014 #ukmfg @TheManufacturer
517615921729642500,Thu Oct 02 10:03:47 +0000 2014,@energgroup @TheManufacturer Excellent well done
517299018280755200,Wed Oct 01 13:04:31 +0000 2014,RT @PierManenti: 31% use social media to inform product #innovation priorities. This number keeps rising https://t.co/YoJntvuU5T #supplycha…
517256735040761860,Wed Oct 01 10:16:30 +0000 2014,RT @e_nation: Fantastic to have @diane_perlman of @MSFTVenturesUK join us at #GoandGrow - fantastic programme helping entrepreneurs build g…
517256711741386750,Wed Oct 01 10:16:24 +0000 2014,RT @BLOODHOUND_SSC: First job is to lift the EJ200 from it's cradle http://t.co/LMCn6dwTYl
517256079827562500,Wed Oct 01 10:13:54 +0000 2014,RT @ELHComms: Congrats to @LomaSystems who won packaging processing machinery manufacturer of the year award @ppmashow Up next #TMAwards2014
517229693620465660,Wed Oct 01 08:29:03 +0000 2014,RT @neillloyd1974: Great #ukmfg awards night @MXAwards . Well done to all the winners. Up Next: #TMAwards2014 #ukmfg
517013841675563000,Tue Sep 30 18:11:20 +0000 2014,Day 1 of World Class Manufacturing judging finished! Philips AVENT and Cummins today #TMAwards2014 http://t.co/na0sadklhi
516613806546772000,Mon Sep 29 15:41:44 +0000 2014,RT @TheManufacturer: @Siemens have been confirmed as a #TMDC2014 sponsor. Innovation and Tech, Re-shoring, NextGen on the #agenda Join Us! …
516493693977886700,Mon Sep 29 07:44:27 +0000 2014,RT @cwsalesconsult: Last chance to enter best of British manufacturing awards http://t.co/jcv0XdUzj7  #ukmfg #TMAwards2014 #TMDC2014
515605966155690000,Fri Sep 26 20:56:56 +0000 2014,RT @JohnstonSweeprs: We've been SHORTLISTED in the Sustainable Manufacturing category @TMAwardsUK. Look forward to the next round! #TMAward…
515605601402253300,Fri Sep 26 20:55:29 +0000 2014,RT @FiltermistInt: Our #exporting success has been recognised with a place on @TMAwardsUK shortlist! http://t.co/mtYic9QZyy @wm_ukti @Shrop…
515604462992650240,Fri Sep 26 20:50:58 +0000 2014,RT @Dr_JAH: Looking forward to judging the finalists of the @TMAwardsUK's World Class Manufacturing section next week.. http://t.co/OYsLiOv…
515457219039883260,Fri Sep 26 11:05:52 +0000 2014,RT @TheManufacturer: #TMDC2014 Confirmed Speakers:Dr Hamid Mugal, Conor La Grue and Kate Bellingham For the full list visit http://t.co/g8G…
515454204547436540,Fri Sep 26 10:53:53 +0000 2014,RT @KBBNTG: Our CEO was thrilled to present Rebecca Reynolds of @kslsudbury with the Young Designer of the Year Award #kbsaAwards http://t.…
515092362092372000,Thu Sep 25 10:56:03 +0000 2014,RT @MyKindaCrowd: Edward Hunt from @BTApprentices sharing his experiences with local schools and colleges in Wales #OpeningDoors http://t.c…
515088858497941500,Thu Sep 25 10:42:08 +0000 2014,RT @sprescott16: @BAESystemsAir  @ChorleyCouncil  BAE Systems careers at Chorley Town Hall careers fair today - come and see us! http://t.c…
515048022808739840,Thu Sep 25 07:59:52 +0000 2014,RT @e_nation: Today is the day when we take 65 small British businesses to NYC to explore the US export market! #GoGlobal
515047369550073860,Thu Sep 25 07:57:16 +0000 2014,Nice Mix of shortlisted companies: Dalehead Foods, Encirc, Filtermist International, Mollart Engineering Congrats to all! #TMAwards2014
515045719712223200,Thu Sep 25 07:50:43 +0000 2014,RT @Dwarfio: TV coverage on the rise of East Midlands manufacturing SMEs, including mentions of the #masbarometer - http://t.co/kZoZP9hLIO.…
515045565848367100,Thu Sep 25 07:50:06 +0000 2014,RT @SemtaSkills: Most #careersadvice aimed at adults rather than young people, with #apprenticeships often overlooked, reveals report http:…
515045518641467400,Thu Sep 25 07:49:55 +0000 2014,RT @Sarah_Montague: Anyone can be good at maths - we just need the right attitude. @joboaler tells me on #theeducators 4pm on @BBCRadio4 ht…
515045437917896700,Thu Sep 25 07:49:36 +0000 2014,RT @TheManufacturer: Manufacturers still wary of investing despite recovery: Nearly three quarters of respondents (74%) said they h... http…
515045354027626500,Thu Sep 25 07:49:16 +0000 2014,RT @JasonMcCartney: The fab Huddersfield Lions @SantaDashHudds call for more volunteers to help at the Kirklees Magistrates coffee bar http…
514365866042228740,Tue Sep 23 10:49:13 +0000 2014,#Congratulations in order: @AlbaPowerLtd have been short listed for 'Through-life Engineering Services' category  Good Luck! #TMAwards2014
513438822764675100,Sat Sep 20 21:25:29 +0000 2014,@Caparo_UK @martin_oxley @gappersonnel @GREATBritain wishing you the best of luck! :-)
513435970595983360,Sat Sep 20 21:14:09 +0000 2014,RT @Caparo_UK: @martin_oxley @gappersonnel @TMAwardsUK @GREATBritain thank you for the kind words! We wish everyone the best! #TMAwardsUK
513013982547181600,Fri Sep 19 17:17:19 +0000 2014,RT @SmithGoodPR: #Kingspan Insulation shortlisted for another Award- way to go! @KingspanIns_uk #Sustainable Manufacturing @TMAwardsUK http…
512594458203140100,Thu Sep 18 13:30:17 +0000 2014,RT @MattChiltonUK: Two #UKmfg built cars make the winners list of the WhatCar? Used Car of the Year Awards - The @NissanUK Qashqai and @Jag…
511907870141857800,Tue Sep 16 16:02:01 +0000 2014,RT @Encirc: Congrats to Barry Smith - Shortlisted by @TMAwardsUK for Young Manufacturer of the Year. We're shortlisted in 3 categories - fi…
511538780860186600,Mon Sep 15 15:35:23 +0000 2014,RT @OliVergnault: #Plymouth Manufacturers’ Group firms @BurtsChips @therealginsters #Vortok up for top @TheManufacturer #awards http://t.co…
511526130395119600,Mon Sep 15 14:45:07 +0000 2014,RT @AlbaPowerLtd: Delighted to say that we have been short listed for 'Through-life Engineering Services' category @TMAwardsUK 2014! #TMAwa…
510083027922599940,Thu Sep 11 15:10:45 +0000 2014,If you missed it earlier we have revealed our 2014 finalists, see who's on the list here http://t.co/Wo7phAPcXC #TMAwards2014 #ukmfg
510056374882275300,Thu Sep 11 13:24:50 +0000 2014,RT @iis_group: Congratulations to our customer Mollart Engineering, who have been shortlisted for the ICT for Manufacturing Award at @TMAwa…
510056334826672100,Thu Sep 11 13:24:41 +0000 2014,RT @FraserAntiStat: @TMAwardsUK It's an honor indeed to have made the short list. Good luck to everyone #TMAwards2014
510056298541752300,Thu Sep 11 13:24:32 +0000 2014,RT @Croft_AM: Delighted that we've been shortlisted for  not just one but TWO @TheManufacturer @TMAwardsUK! #proud http://t.co/ztD7SlGF6W
510050728652836860,Thu Sep 11 13:02:24 +0000 2014,Drumroll please....IT'S HERE!!! The shortlist for #TMAwards2014 is revealed! To view, visit http://t.co/Wo7phAPcXC Are you on it?
510045582657093600,Thu Sep 11 12:41:57 +0000 2014,RT @TM_DForum: Half hour countdown @TMAwardsUK shortlist announced at 2pm make sure you visit @TheManufacturer web to see it first! #ukmfg …
510036051482914800,Thu Sep 11 12:04:05 +0000 2014,Starting to feel a little nervous excitement, shortlist is only 1hr away...fingers crossed! #TMAwards2014
509995973624729600,Thu Sep 11 09:24:50 +0000 2014,Today's the day the #TMAwards2014 shortlist is revealed! Who are you hoping to see on the list? #ukmfg
509656094772580350,Wed Sep 10 10:54:16 +0000 2014,Nearly there! Shortlist revealed tomorrow. Scores are so tight - this is one of the closest run years yet! Good luck everyone! #TMAwards2014
509631173581348860,Wed Sep 10 09:15:14 +0000 2014,RT @CQMtc: Short list revealed this week for #TMAwards2014 Keeping everything crosssed for our entry!
509242518341689340,Tue Sep 09 07:30:52 +0000 2014,The countdown is now on...2 days until #TMAwards2014 shortlist is announced. Results out on Thursday!
499515694195961860,Wed Aug 13 11:19:56 +0000 2014,#TMAwards2014 welcomes record breaking number of entries! Read more... http://t.co/Wb1AzD5gge
499515152140886000,Wed Aug 13 11:17:47 +0000 2014,It's been a busy few weeks for #TMAwards2014 with a RECORD NUMBER OF ENTRIES received for this year's competition! #ukmfg
499178925960876000,Tue Aug 12 13:01:44 +0000 2014,RT @TheManufacturer: We have launched a crowdfunding campaign via @crowdfunderuk to support our global launch in September http://t.co/AYf6…
495131599407964160,Fri Aug 01 08:59:07 +0000 2014,RT @TheManufacturer: Thanks for all your #TMAwards2014 submissions. We are in sort mode and will send confirmations as we verify. Cheers! #…
494798031007780860,Thu Jul 31 10:53:38 +0000 2014,Don't forget, for any help or assistance, you can call 01603 327006 or 020 7401 6033 #TMAwards2014
494797349722808300,Thu Jul 31 10:50:55 +0000 2014,Happy deadline day! Good luck to everyone submitting for #TMAwards2014 today!
494751171245256700,Thu Jul 31 07:47:25 +0000 2014,RT @TheManufacturer: Today is the FINAL day to get in your Noms. for #TMAwards2014. Don't miss this Op. Enter here: http://t.co/5k1jPp9b1m …
494478916716072960,Wed Jul 30 13:45:35 +0000 2014,RT @TheManufacturer: Tomorrow is the final deadline for your entries for #TMAwards2014 Multiple Cats. Get your submission now! http://t.co/…
494418458713800700,Wed Jul 30 09:45:21 +0000 2014,.@PRagents .@TMAwardsUK .@TheManufacturer Fantastic!!
494418368284205060,Wed Jul 30 09:44:59 +0000 2014,RT @PRagents: Entry completed for @TheManufacturer awards 2014 @TMAwardsUK Does your company need any awards advice and submissions help? #…
494418274881269760,Wed Jul 30 09:44:37 +0000 2014,RT @SemtaSkills: One day left to enter @TheIET Young Woman Engineer awards. Don't miss out! - http://t.co/kaKSUeWUWR @IETawards #womenineng…
494418234053906400,Wed Jul 30 09:44:27 +0000 2014,RT @jegpozzi: The deadline for our @TheManufacturer of the Year Awards is drawing ever closer (31st July). Interested in entering? http://t…
494139627134279700,Tue Jul 29 15:17:22 +0000 2014,@PRagents :-) Best of luck!
494138482852651000,Tue Jul 29 15:12:49 +0000 2014,Entries have been coming in thick &amp; fast today for #TMAwards2014! Still 2 days left to put yr company in the running: http://t.co/Wo7phAy9VC
494036992733507600,Tue Jul 29 08:29:32 +0000 2014,RT @TheManufacturer: Got a champion of #ukmfg in your business? Our friends .@themanufacturer #TM want to hear from you! http://t.co/5k1jPp…
492662972846981100,Fri Jul 25 13:29:40 +0000 2014,...trying to resolve. Pleeeease bear with us! If you wish to discuss anything or need help please call 01603 327006. [2 of 2]
492662727501172740,Fri Jul 25 13:28:42 +0000 2014,We're currently experiencing a few niggles with our online form, apologies to those of you trying to upload. We're hard at work...[1 of 2]
492594690362179600,Fri Jul 25 08:58:20 +0000 2014,#FridayFun One of the best job adverts ever...?! https://t.co/sFTT3NSvBB
492279579030343700,Thu Jul 24 12:06:12 +0000 2014,And here's something not to do :-) Don't put it off if you've entered before. Try, try again! #TMAwards2014 #inspire #ukmfg
492278870520131600,Thu Jul 24 12:03:23 +0000 2014,Be honest. No individual, team or business is perfect. Mention how you've addressed difficult situations &amp; tackled these effectively.
492277913455439900,Thu Jul 24 11:59:35 +0000 2014,Give evidence! Support your case with facts &amp; figures to back up claims made. Add client testimonials for added weight. #TMAwards2014
492277340735807500,Thu Jul 24 11:57:18 +0000 2014,When using abbreviations, make sure they’re universal. If they’re internal abbrevs write them in full the first time they’re mentioned.
492276847653445600,Thu Jul 24 11:55:21 +0000 2014,As the entry deadline draws ever closer (!) here are a few hints and tips to keep in mind before finalising your entries #TMAwards2014
492238240188219400,Thu Jul 24 09:21:56 +0000 2014,The countdown has started...there's just 1 week left to submit your entry for #TMAwards2014 http://t.co/7L0faPCZAA #ukmfg #inspire
491497276863676400,Tue Jul 22 08:17:37 +0000 2014,We've received some exceptional entries so far. The judges have a tough job ahead of them! Keep them coming #TMAwards2014
491496584723828740,Tue Jul 22 08:14:52 +0000 2014,RT @TheManufacturer: Excellent opportunity for an experienced sales manager to join a well-established Dorset-based company. http://t.co/Qg…
491129097628950500,Mon Jul 21 07:54:36 +0000 2014,Exceptional talent but not an apprentice? Then enter the Young Manufacturer of the Year category, open for the ages of 18-29 #TMAwards2014
491128726705676300,Mon Jul 21 07:53:07 +0000 2014,Consider your apprentice to be amongst the best in UK manufacturing? Enter #TMAwards2014 now and reward their success http://t.co/Wo7phAy9VC
489317572123557900,Wed Jul 16 07:56:14 +0000 2014,It's time for the spotlight to shine on YOU at #TMAwards2014. Just over 2 weeks to submit those applications! http://t.co/Wo7phAy9VC
489042449307041800,Tue Jul 15 13:43:00 +0000 2014,RT @TroedTroedson: If something doesn't work, it's usually a good idea to analyze how it's done, not who does it. This ought to be true in …
487963945882615800,Sat Jul 12 14:17:25 +0000 2014,RT @MattChiltonUK: Brilliant hospitality from CNH Basildon at their 50th anniversary open day... #ukmfg http://t.co/XQ5xYi1JDl
487947585332989950,Sat Jul 12 13:12:24 +0000 2014,In the spirit of @jegpozzi yesterday, today at New Holland Basildon... @MattChiltonUK @cal_bentley @TheManufacturer http://t.co/kiLkB41uyQ
487940463694184450,Sat Jul 12 12:44:06 +0000 2014,Great to see all their #TMAwards trophies proudly on display :-) #NewHollandBasildon http://t.co/hzrcngoICT
487928812236443650,Sat Jul 12 11:57:48 +0000 2014,Off to visit previous #TMAwards winner New Holland today for their family fun day! #ukmfg
487611691681992700,Fri Jul 11 14:57:41 +0000 2014,RT @IAC_Apprentices: Congrats both! RT @TheManufacturer: @AnnaSchlautmann  and @Jade_Aspinall02  inspired speech at #tmflex14 #ukmfg http:/…
486813472924368900,Wed Jul 09 10:05:51 +0000 2014,RT @p_d_ball: Nigel Davies @Muntons winner #TMAwards has major savings with fast payback #TMEnergy2014 #TMSustainable Old Trafford event @T…
486137278633635840,Mon Jul 07 13:18:53 +0000 2014,RT @brandonhillcomm: The 2014 @TMAwardsUK will recognise and celebrate the strength and diversity of #ukmfg. Enter online http://t.co/VYDA2…
485003942389379100,Fri Jul 04 10:15:25 +0000 2014,Congrats @Daniamant for recieving Queens awards for Enterprise. There is still time to nominate for #TMAwards2014 http://t.co/MjfXFyg8IL
483996363630600200,Tue Jul 01 15:31:39 +0000 2014,RT @iain_gray: A privilege to support #Transport award category of @DesignMuseum Design of the Year -new @UKVolkswagen XL1 Super #EV http:/…
483947255222009860,Tue Jul 01 12:16:31 +0000 2014,Thanks to our sponsor @smmtif we're on the hunt for #UKmfg's most efficient effective supply chains, share your story #TMAwards2014 #inspire
483881604612653060,Tue Jul 01 07:55:39 +0000 2014,RT @jegpozzi: Don't forget @TMAwardsUK July 31st deadline is drawing ever closer. Lots of categories for manufacturers of all sizes http://…
483645081560547300,Mon Jun 30 16:15:47 +0000 2014,We are on the hunt for UK's brightest young manufacturing talent. Could you be the next Sean Gallagher? http://t.co/RYF1huU8U0 #TMAwards2014
483618308512829440,Mon Jun 30 14:29:24 +0000 2014,GE Aviation's Gen Mgr reflects on scooping last year's top prize at The Manufacturer of the Year Awards http://t.co/KxCnGpVy7k #TMAwards2014
483610754093174800,Mon Jun 30 13:59:23 +0000 2014,RT @TheManufacturer: #Ukmfg.. its in our DNA http://t.co/Qpr1HEzXGN
483529891238125600,Mon Jun 30 08:38:04 +0000 2014,There’s one month left to submit your entry for #TMAwards2014 and win recognition for you and your team. http://t.co/ovQJXnRGaY #ukmfg
482114509835079700,Thu Jun 26 10:53:51 +0000 2014,RT @TataEurope: Tata Ltd Director @David_Landsman has been nominated for @TheManufacturer #TMTop100 list: http://t.co/BHTqlYsdLW
481730947239645200,Wed Jun 25 09:29:42 +0000 2014,RT @Gary_Sheader: Some great advice on how to implement #lean from @tnetland #LMJAC2014 @LeanMJournal http://t.co/p42nVBus72
481036583198818300,Mon Jun 23 11:30:33 +0000 2014,RT @womenofyear: Women’s Engineering Society marks its 95th birthday with National Women in Engineering Day http://t.co/MI6NDfZIUm #NWED @W…
479978079834898400,Fri Jun 20 13:24:26 +0000 2014,RT @TheManufacturer: To celebrate this #ukmfg fantastic feat, some amazing people brought out the fireworks!... http://t.co/TUsHecJiLq
479629925947674600,Thu Jun 19 14:21:00 +0000 2014,RT @EpicorUK: @TheManufacturer have just launched their TM Awards for 2014. You can enter here: http://t.co/bPwEeVM6cn @TMAwardsUK
479266247985885200,Wed Jun 18 14:15:52 +0000 2014,RT @Truphone: Read about Truphone in The Manufacturer ----- http://t.co/IbHkHVUusk &lt;&lt; great article by @janefagray
479244445674508300,Wed Jun 18 12:49:14 +0000 2014,Congrats to all #Apprentices  ready to be crowned at Apprenticeship Awards 2014. #TMAwards2014 still open for Noms: http://t.co/k4vSJ4TxtS
478483223782391800,Mon Jun 16 10:24:25 +0000 2014,RT @TheManufacturer: Manufacturing has an image problem. TM is on the hunt for the UK’s best #mfg role models. Nominate: top100@sayonemedia…
477061731659702300,Thu Jun 12 12:15:54 +0000 2014,@Monarch_MAEL Thanks for the favourite! Hope to see you again this year :-)
477059855061356540,Thu Jun 12 12:08:27 +0000 2014,Is your business excelling in international trade? This yr we launched an Exporter of the Year award to recognise just this! #TMAwards2014
476674823658405900,Wed Jun 11 10:38:28 +0000 2014,We're at #TMInnovate &amp; #Additive3D conferences 2day, come see us at our stand &amp; find out how you can nominate your business for recognition
476670894170189800,Wed Jun 11 10:22:51 +0000 2014,Congrats to Alistair Godley our winner at @Telegraph #STEM Awards with our Engineering Director and @RachelRileyRR http://t.co/zmNzjZkVjh
474558027824386050,Thu Jun 05 14:27:05 +0000 2014,RT @TheManufacturer: TM's Zaina Joseph is a finalist in the .@LondonPAawards - vote for Zaina http://t.co/kugHL9XShc  #LDNPAawards #ukmfg  …
474482341792862200,Thu Jun 05 09:26:20 +0000 2014,Best of luck to .@GrowthAccel  at this evening’s #BraveBold Awards. Dont forget  to nominate for our awards here: http://t.co/FtWHE6R4Wj
474147875052474400,Wed Jun 04 11:17:17 +0000 2014,Here is a perfect example of why you should submit your entries for our TMAwards2014 Next winner could be you #ukmfg http://t.co/uEv5F1E0CC
474134658091720700,Wed Jun 04 10:24:46 +0000 2014,Enter #TMAwards2014. Positively impact staff throughout the business. Nominations are a powerful motivational tool. http://t.co/FtWHE6R4Wj
474108132486942700,Wed Jun 04 08:39:21 +0000 2014,RT @janefagray: Congratulations to Automotive Insulations. Midlands Manufacturing Company of the Year despite stiff competition. http://t.c…
474107876596670460,Wed Jun 04 08:38:20 +0000 2014,RT @TheManufacturer: @AmtekPlastics Consider Innovation and design, Young Mfg/apprentice and Small sized enterprise. We will call you to di…
473775930000039940,Tue Jun 03 10:39:18 +0000 2014,RT @TheManufacturer: @laboratoryovens Don't forget to submit your Nominations for our #TMAwards2014. Award entries close 31/7/14 New Catego…
471665770225610750,Wed May 28 14:54:17 +0000 2014,RT @TheManufacturer: #LDNPAawards finalists announced today! Our utterly wonderful Zaina has been shortlisted to be PA of the year!! We nee…
471222026385256450,Tue May 27 09:31:00 +0000 2014,RT @nustarmhl: RT @themanufacturer Don't forget to submit your Nominations for our #TMAwards2014. Entries close 31/7/14 New Categories avai…
471216958319648800,Tue May 27 09:10:52 +0000 2014,With a wide range of categories to choose from #TMAwards2014 provide opportunities for industry-wide  kudos for employees and your business.
469871316204806140,Fri May 23 16:03:46 +0000 2014,RT @CatMES1980: Looking forward to speaking at #Tmflex2014 @TheManufacturer @TMAwardsUK in July
469871064294912000,Fri May 23 16:02:46 +0000 2014,RT @TheManufacturer: Perhaps the best way to benchmark your #ukmfg business against peers and competitors Enter our http://t.co/kiuCzDB0wr …
469867704330227700,Fri May 23 15:49:25 +0000 2014,RT @TheManufacturer: Entering the #TMawards2014 is simple and straightforward entries can be submitted using our online application form! h…
469499835725664260,Thu May 22 15:27:38 +0000 2014,RT @TheManufacturer: @DesignMfgGrp From blueprint to Production our #TMAwards2014 has it covered Fancy getting involved? cc @nickhusseymfg …
468674827973591040,Tue May 20 08:49:21 +0000 2014,RT @Jamy1983: Entries are open for the Manufacturer of the Year Awards 2014 http://t.co/8XhEgSYJDg via @TheManufacturer #ukmfg #awards #eve…
467297457995800600,Fri May 16 13:36:10 +0000 2014,Here is a perfect example of why you should submit your entries for our #TMAwards2014 Next winner could be you #ukmfg http://t.co/uEv5F1E0CC
461496426884001800,Wed Apr 30 13:24:57 +0000 2014,@julianhuppert just seen your article on #TMAwards2014 thank you for the mention &amp; for backing British manufacturing http://t.co/zfFxpTPSHU
460697644630036500,Mon Apr 28 08:30:52 +0000 2014,Finalists named in UK’s most prestigious engineering awards http://t.co/DV1LfSWcA4 via @sharethis
460694372116623360,Mon Apr 28 08:17:52 +0000 2014,RT @TheManufacturer: Thank you #TMAwards2014 Sponsors! The ERA Foundation @peratraining, .@CranfieldUni @smmtif, .@TMAutomation, SDL,EAL #U…
459357728943927300,Thu Apr 24 15:46:31 +0000 2014,RT @TheManufacturer: City manufacturing companies urged by MP to compete for #TMawards2014 #ukmfg http://t.co/NPG8w9smlw
459264665315713000,Thu Apr 24 09:36:43 +0000 2014,RT @ifb2014: Have you seen Made in the UK 2014 Awards are going to be taking place as part of @ifb2014? http://t.co/PMjI3BwvFT #IFB2014 #ma…
458972860552581100,Wed Apr 23 14:17:11 +0000 2014,RT @BBCNewsEnts: See the winners in the Designs of the Year awards. http://t.co/5o4bsAxUGm http://t.co/HE5iE1NbnB
458913615513665540,Wed Apr 23 10:21:46 +0000 2014,RT @FasciaGraphics: Airbus in the UK wins Queen’s Award for Enterprise http://t.co/DuJlzTU5a6… viaa @TheManufacturer #UKmfg #manufacturing
458891950754902000,Wed Apr 23 08:55:41 +0000 2014,Congratulations Abbey Forged Products on winning the Queens Award for International Trade #TMAwards2014 #exports
456395427232120800,Wed Apr 16 11:35:23 +0000 2014,RT @SemtaSkills: Your opportunity to showcase #UKmfg: .@TheManufacturer #TMAwards2014 are opening http://t.co/f2yubjbvhD
456349232140935200,Wed Apr 16 08:31:50 +0000 2014,RT @markflory4: Manufacturer of the year awards 2014 - Showcase your manufacturing business. http://t.co/JYWVztPX13. #manufacturing
454178011328569340,Thu Apr 10 08:44:10 +0000 2014,RT @UK_Columbus: Which award ceremonies and events will Columbus be attending this year? Take a look at our calendar http://t.co/pFLSLzyjnm
453810531900870660,Wed Apr 09 08:23:56 +0000 2014,RT @TheManufacturer: We are pleased to announce BoardVantage as Gold sponsor for this year’s #TMDC2014 Tickets on sale soon.  #UKMFG Catchu…
453469757313126400,Tue Apr 08 09:49:49 +0000 2014,RT @nickhusseymfg: .@QinetiQ 's 5% Club urges industry to adopt a new 5% target for #graduates #apprentices and sponsored students. We need…
453181332768981000,Mon Apr 07 14:43:44 +0000 2014,RT @ProfTimBaines: Really keen to find the best examples of #servitization in SMEs and hoping that the Barclays Awards will help.  ..goo.gl…
451990070917361660,Fri Apr 04 07:50:05 +0000 2014,RT @NickJones1871: Local Manufacturing SME's...enter the Manufacturing Excellence Awards! #ukmfg  http://t.co/LetAkWxdjo #TMAwards2014
450915248707739650,Tue Apr 01 08:39:07 +0000 2014,RT @TheManufacturer: Unipart Group ranked one of UK’s most responsible businesses: The index provides an annual benchmark of respon... http…
449565534133428200,Fri Mar 28 15:15:50 +0000 2014,RT @ManufacturingWM: Chris Kelly MP encourages Black Country manufacturers to enter national awards - http://t.co/6bYpqjA7Jg #TMAwards2014
449521925896020000,Fri Mar 28 12:22:33 +0000 2014,RT @janefagray: Deirdre Fox @Tatasteelltd Carol Burke @UnipartGroup &amp; although not an engineer Sarah Brown @PaiSkincare all worthy of #firs…
449128657970561000,Thu Mar 27 10:19:51 +0000 2014,RT @TheManufacturer: Submitting an entry for #TMAwards2014 is easier than you think! Benchmark yourself against peers and key competitors h…
448783471436378100,Wed Mar 26 11:28:12 +0000 2014,Check out the winners of the Manufacturing Leadership Awards 2014 http://t.co/Cix7RTTRVx … #TMAwards2014
448753205644914700,Wed Mar 26 09:27:56 +0000 2014,RT @ConstructionYT: Congratulations to all our winners and highly commended candidates from the #YAS14 #awards #loveconstruction http://t.c…
448484083501645800,Tue Mar 25 15:38:32 +0000 2014,Get your .@TheManufacturer Awards entries submitted! Closes July 31st. .@EAL_Awards is sponsoring this year's event. http://t.co/dVwJAAEb41
448480872573186050,Tue Mar 25 15:25:47 +0000 2014,Well Done ZF Lemforder! winner of the inaugural Midlands  MX Regional Award. @IMechE Presented Patrick Kniveton at the Midlands Dinner.
448400362580758500,Tue Mar 25 10:05:51 +0000 2014,MT @EAL_Awards: Thank you EAL for sponsoring this year's TM event. Details http://t.co/TRxM1hLloM #TMawards2014
448138530003636200,Mon Mar 24 16:45:26 +0000 2014,RT @UK_Columbus: Proud to be supporting @FoodManufacture Excellence Awards this year  2013 finalists include customers @Daniel_Thwaites &amp; …
447040725960908800,Fri Mar 21 16:03:09 +0000 2014,RT @Apprenticeships: This week's fact of the week: nearly 4 in 10 SMEs plan to take on 1 or more apprentices by 2019 http://t.co/FC2icuK7aM
